D_lvot,D_an,D_sinus,D_stj,AVA,angle,ratio_lvot_over_an_area,H_sinus
27.96854402,26.33586105,33.31696017,31.24560757,31.23345747,34.81699828,1.127832675,20
22.58735431,22.79979612,30.75393138,28.66906925,42.26438318,13.72698586,0.981451406,21.5
19.6346268,22.13086516,30.55146642,28.0689901,38.77546181,15.97696378,0.78713372,25.5
19.4371031,20.2654978,25.30726397,22.78666386,52.73084378,40.383049,0.919916745,21.5
22.44129224,22.32928154,28.58235194,24.09833334,50.48370623,12.1606175,1.010057792,25.5
25.19842178,25.59190992,35.31448266,32.5410333,73.65742885,20.20811234,0.969485427,24.5
19.6592125,21.84951415,30.65786816,29.1124058,52.41851674,9.24590537,0.809559299,22.5
27.62311602,28.00550487,37.71030027,33.59463986,53.03786003,25.91838343,0.972878313,29
20.45152663,21.41038232,30.50389652,28.7578788,35.64208136,31.66270334,0.912436435,25.5
24.67215132,23.98699919,34.19825328,31.778045,47.07783385,28.76962739,1.057942829,28
24.21182687,24.40073792,36.33025005,33.68004771,62.58943183,41.08416604,0.984575894,24
23.4074523,23.53446781,31.01723811,26.66792682,57.59275655,20.8049373,0.989235129,24
24.12176789,25.51178453,35.04454267,31.46242831,69.553413,17.6477127,0.893998091,29
24.13743348,25.456575,35.4836256,31.83287402,68.37178587,42.6713437,0.899046668,28.5
27.25529603,26.4590515,34.49866006,28.70143759,41.5248286,16.39630579,1.061092546,32.5
26.64909572,26.45039673,34.14573864,31.42279354,77.18001673,24.13911158,1.015080705,24
21.5847352,22.25415805,28.36134151,26.47417362,50.47507305,28.44350509,0.940743257,22
28.39175331,26.84631249,35.29447926,31.19338771,83.80899167,38.56488592,1.118446317,24.5
27.70708162,27.72697031,38.80654601,31.61254692,63.81631344,38.43311571,0.998565905,31.5
26.92700469,26.06805069,36.76851094,30.95938167,56.82396817,32.79581643,1.066986633,31
18.95002402,20.62499627,27.31676517,25.23022843,57.11981705,27.40792972,0.844173611,20.5
29.54972241,29.37372949,40.4160201,36.03945442,75.95943333,26.06096126,1.012018913,30
27.31365192,25.89958308,34.57944871,30.78248622,72.87391904,34.95466495,1.112177219,27.5
26.83908882,26.50663593,33.91833707,28.59370336,74.37345381,17.76533741,1.025241811,33
20.36847854,22.55424214,30.65851887,28.14336021,77.86684894,18.51751064,0.815568986,22
27.00753048,26.07842173,33.80941338,31.37199417,50.62437566,28.58664994,1.072524301,23.5
28.83087232,27.33125879,33.68834121,29.35690379,63.57299202,19.94834302,1.112746653,27
20.70659569,22.0773148,30.97793247,29.6259205,56.77392906,30.76769244,0.879680383,23.5
24.59344091,24.14072005,30.12063085,28.33886836,42.4194804,32.04608266,1.037858514,22
22.39106408,23.23881957,33.14448868,31.94324177,69.94359083,10.14393298,0.928370513,22.5
25.67744056,28.26852201,39.17990991,35.97158363,111.2723593,32.53390986,0.82508228,26
28.01785599,27.78299831,40.20078809,35.61667265,46.38462485,34.46268495,1.016978033,30
21.25878789,22.87230022,31.07766397,27.62668268,54.80219598,25.18051589,0.863887742,24
19.48684142,19.81777999,25.08886998,22.83171576,24.64961008,5.726336739,0.966880712,22
26.71719382,25.48062134,31.70229973,30.74019139,56.50602374,33.51264893,1.099414991,20
21.61631283,22.43624174,30.58275807,25.52025801,46.44466956,24.93557603,0.928245841,26.5
21.2630667,22.16656653,27.78608902,25.93987456,32.62159582,21.58289265,0.920142193,21
22.13795001,23.7536015,31.19600502,29.77118974,65.09740529,21.2151605,0.868592094,22.5
25.832637,26.03704986,35.85840815,30.45453048,51.66604918,24.93546697,0.984359945,26
16.30020819,19.33124404,27.03222352,26.84970215,28.44217143,9.788759713,0.710995244,21
20.48013525,21.17461739,27.61249326,27.75549197,66.80221148,20.37098356,0.935479979,22
27.65069898,25.67256096,32.24469196,28.9897413,51.49350427,33.3943436,1.160042341,23.5
20.56290254,21.87808489,31.09198012,28.47067986,55.40476889,24.97516189,0.883385422,23
26.19316703,25.52952682,31.3047659,28.45578139,54.43496292,34.58136486,1.052665753,25.5
26.93180499,26.8970241,36.13790247,34.45839062,91.20057487,31.32639957,1.002587898,27
20.04770827,21.45229743,28.36887418,26.39470664,48.95339097,6.150001802,0.873336977,22.5
27.01359566,26.56284591,32.59887154,29.43766505,46.67635074,38.60286247,1.034226315,32.5
28.60506615,27.19113069,32.27341647,29.4455874,114.4043962,38.58915785,1.106703742,23.5
22.3980715,22.70007916,28.62690746,25.79582312,54.50119734,25.89390167,0.973568492,20
25.78344641,25.19013971,34.07201425,28.6917789,66.16953946,46.86989057,1.047661015,27.5
23.81522929,24.20043008,33.65902308,32.53259908,90.2826229,18.25273812,0.968419144,24
22.09728211,24.01230899,31.29043225,27.9093269,33.44522384,25.22824133,0.846856595,22.5
24.73861118,27.52385049,40.36709096,36.82182507,62.24040195,30.82642512,0.807852827,31
25.70222395,25.46210695,33.36831634,31.63243799,67.59752278,16.85995905,1.018949665,25.5
22.17006361,22.29393182,28.8254179,26.97695693,54.93191615,25.11032472,0.98891859,20
23.04995295,24.08174449,32.34587257,29.21773892,99.08772026,17.86183313,0.916144963,25.5
21.56848393,22.21641823,29.55608406,27.37009059,58.45845534,25.41247876,0.942521255,25
21.16863371,21.60708753,29.644532,27.06028857,42.68738334,16.12186642,0.959827512,22
20.85435919,23.8825886,36.39775065,33.51238668,87.43981215,9.184757689,0.762484297,26.5
21.98871877,21.57186553,25.68281371,23.89099893,43.70619383,7.407991875,1.039021276,20.5
24.45078863,23.963385,30.03665035,26.7659812,108.282064,40.46815008,1.041092726,23
25.15919262,26.00906767,34.32234458,33.2755933,47.51328354,16.94684453,0.935715516,22
20.82642681,21.74974008,28.9243894,26.71172448,27.60315147,33.77575961,0.916898762,20.5
29.78983299,29.10581458,39.04499687,37.08043359,45.34245725,39.83699343,1.047554484,26.5
21.3459387,22.02145137,29.52105189,26.51853943,59.39505116,15.51897266,0.939590546,22.5
30.64672118,29.02775614,37.31961119,28.63070858,52.14826581,33.29871784,1.114656628,31.5
22.05676051,23.76431888,34.33082609,27.59463326,58.52141576,23.63801884,0.861455232,28
25.58377213,24.98640916,30.33103965,28.35308441,69.57799483,41.85671151,1.0483866,21.5
24.56325111,25.70706942,36.64031059,30.79749737,88.64536911,34.80751595,0.912991124,28.5
23.01818191,24.59459927,33.58352962,29.55024112,56.94639952,30.14413109,0.87591615,25.5
23.18354088,23.88416445,30.65793272,27.95415389,95.54087403,26.73239385,0.942192037,21.5
21.43439495,21.16321765,26.87344281,24.50151348,45.90029879,13.53042513,1.025791417,23.5
25.81336685,24.38634961,29.54494293,26.75519553,73.61948328,26.9521724,1.120458345,26.5
23.97466546,24.87990422,31.25782504,28.53998636,52.07334482,27.9670964,0.928555151,21
22.27514817,21.66135775,26.70787883,24.95087434,46.41890195,18.04295764,1.057474376,21
25.77950763,25.72240105,32.84281617,31.64446502,98.75008101,25.97727885,1.00444515,22.5
27.77292283,27.51499402,34.4520942,32.09494672,56.14604119,10.44157463,1.01883611,25.5
19.709984,23.17859185,31.62204234,30.00070628,49.46418456,9.397188832,0.723100143,24
25.45048576,26.96115407,37.20036026,32.51423022,65.48037406,29.50187128,0.89107692,29
21.24347226,22.42085325,32.95264173,30.93641535,45.50840263,23.14380361,0.897732061,26.5
23.97673499,24.17333414,31.47871448,28.98499609,44.7414347,23.83579837,0.983800357,23
26.20544929,25.2353563,31.71168133,30.48400118,87.73114022,32.15036894,1.078361411,23
23.89259482,23.85892479,29.74212245,28.07497895,49.52739052,38.17581968,1.002824417,22.5
24.84160651,25.6324089,36.36255353,29.54510158,86.22400792,40.44301991,0.939248503,32
21.29564915,21.70425115,28.58071454,25.99469347,49.40120739,7.719784482,0.96270262,24
20.44438034,20.44422761,26.0598821,24.57514001,29.85808237,26.67607963,1.000014942,21
23.95059676,24.20858697,31.66234615,29.0119371,62.35523768,31.18020845,0.978799629,23.5
24.89948578,24.34012192,31.82859693,30.931403,47.89300452,7.779774099,1.046490422,21.5
25.13531137,25.55755202,35.65364575,31.59959825,104.6813911,34.82504192,0.96723061,25.5
22.50782345,23.66613152,35.62859575,31.45689554,65.82899666,22.93108459,0.904508083,29.5
22.57939725,25.44788971,35.58890512,32.47372061,59.22753339,28.24124494,0.787265357,24
23.95002614,24.57540124,31.13958607,29.80812611,62.88636094,17.38607912,0.949753164,19
26.20462353,27.69808559,35.97702095,31.392527,56.30796595,41.21552508,0.895068645,26.5
19.48213308,21.2326095,29.2954835,26.76340518,37.01561226,15.8334547,0.84191116,21.5
25.93954535,24.64198874,29.65090133,27.31540615,51.66463896,17.81779121,1.108085343,22
26.00391502,27.05766098,38.22581515,34.28812399,45.65260442,12.80900765,0.923627753,30
25.58037211,25.66464456,31.70392573,30.56814518,71.42015901,41.2994259,0.99344358,20
23.00258966,24.4683174,33.36293387,30.14571501,61.17820226,17.4242969,0.883782207,29
27.21400865,26.59654507,32.91610649,28.37562479,88.26768812,37.1139192,1.046970844,26
26.909127,26.96174609,34.68020857,31.35086259,75.72623032,34.33683708,0.996100569,25
19.07636792,21.41310531,30.40101451,28.15662206,69.09660809,35.88695533,0.79365558,23
22.58838477,22.53939774,29.73482596,27.48203618,19.24241332,15.4756867,1.004351515,24
19.56300161,21.38918662,30.838132,29.35846691,31.3136688,29.49311697,0.836531775,24
26.41491141,24.97163192,33.11672308,28.28776439,51.28065713,21.63916264,1.118933991,26.5
26.38036423,26.76040709,34.71780723,31.53713154,88.93401638,26.18144905,0.971798318,29
19.06117281,21.14591293,30.66834057,29.20644487,42.71030581,9.832099685,0.812543009,23
28.92202907,29.15407319,38.1256703,32.46816322,117.5320288,33.47612931,0.984144879,28
25.52644301,24.85392106,31.56200822,28.93401271,68.14634128,3.96900567,1.054850165,23
21.75057848,22.45118632,29.31965673,26.68139194,59.52046684,16.69286706,0.938562149,29.5
26.99923361,25.82313632,31.70536404,26.8260953,49.06330157,13.0889591,1.093162933,28
24.78159365,24.45830318,33.91511089,33.13495624,56.27357234,36.48754762,1.026610766,22.5
26.68408133,25.67868332,34.55317643,29.58264127,40.43791004,41.14192359,1.079838999,24
26.45836177,26.91133682,36.42147266,33.21843783,37.46494131,24.19136138,0.966619066,26
25.70464159,25.92491406,34.45812176,32.29519648,81.02894328,26.17284756,0.98307908,31
27.28874771,26.68856841,33.16017624,30.90589209,58.46209025,42.25584438,1.04548223,23.5
24.45170382,25.16204983,34.37289203,31.4042122,58.62804178,27.78876525,0.944335285,27.5
24.34225255,24.70583858,31.5371416,27.69925331,84.15665001,36.43262072,0.970783372,28
26.61110899,26.42612141,36.83668925,31.51667385,76.49124674,36.16034478,1.014049361,30.5
25.28410353,26.37018159,34.47788097,29.85396687,96.52093867,23.06936036,0.919324595,27
23.73397512,26.28468196,34.6707549,31.54366707,72.44883021,35.24943504,0.815333924,26
22.95836092,24.36303256,33.12788024,29.87868929,59.14715356,27.92269489,0.888012475,26
28.77298903,27.02976183,36.75953074,29.00259365,75.12814144,24.11410984,1.133145093,30
25.02224284,24.68501437,35.1872307,29.78220223,84.69065635,24.47665149,1.027509156,33
21.74907211,23.02841953,32.91368117,28.24902552,73.9461129,25.81605971,0.891976065,30
23.24769134,24.28568039,33.68148141,28.61423608,55.14972946,24.55324711,0.916345204,26.5
25.74888788,25.49776793,34.92479667,32.79093777,50.28146146,18.78582697,1.019794404,27
24.68104766,26.09409631,36.52041166,33.11346645,72.80924921,14.76600816,0.894628356,26.5
25.17687749,25.07258288,28.98698037,26.59318206,49.88005356,27.99631651,1.008336718,20
29.04890638,28.99378031,39.51997468,36.71187285,134.9974752,36.16902242,1.003806228,27.5
20.67454485,21.31959208,27.57036219,25.56990343,36.77864523,9.706879838,0.940403276,20.5
25.02526292,25.0245152,30.16340608,28.18401095,86.24569521,30.2467265,1.00005976,20.5
22.66176883,24.22727927,30.97226352,29.70776329,54.31491818,7.020072232,0.874940095,22.5
26.46354611,26.61838314,37.50431432,32.9074433,83.42793314,30.53659506,0.988399995,28
18.95459824,20.34801506,27.77703149,25.75246455,40.36010661,22.08955978,0.867730907,26
25.33232833,24.83044033,31.71845122,28.25760069,78.40905391,30.34002678,1.040833769,25.5
28.03804107,25.66738509,29.77577648,27.24039806,41.95228337,28.3716715,1.193251756,24.5
29.05798897,29.22484831,40.33669238,35.07985034,83.76356305,39.7975026,0.988613594,32
22.4230985,23.32482475,28.76425595,25.398405,61.06014823,31.1256046,0.924175542,20
19.762931,21.33061012,28.41586057,28.04406412,50.68760582,24.92894481,0.858412737,21
23.73781261,25.30906831,33.07489462,29.77565176,56.83416862,23.27148893,0.879688832,26.5
21.89219638,23.01455481,30.77950497,26.56271556,59.37273124,34.22131638,0.904843589,25
24.23390186,26.96899002,39.47420684,37.12260545,100.3335516,23.3461936,0.807453134,23.5
25.79350014,27.38216132,39.07915292,33.68543044,113.1326582,24.20390202,0.887329886,29.5
28.2611453,27.55570585,35.17771813,32.53179528,75.67173701,30.91576188,1.051856356,26
20.68961314,21.60628551,28.48441994,24.87632624,44.4722457,13.5464412,0.916947603,24.5
25.20644876,26.17026176,34.96121609,30.78196137,39.59423563,8.751205939,0.927699227,28.5
20.65505728,21.7187955,27.45086649,25.69984219,53.3183854,7.109096692,0.904443277,20.5
24.22401141,24.03071124,34.21519512,28.80169043,48.9497275,37.29642476,1.016152465,26.5
26.08525697,26.58562209,34.91798233,33.31435197,85.95485527,37.90439978,0.962712442,24.5
22.71299434,25.70081106,34.38771914,32.24687059,65.72137558,16.95376335,0.781007362,25.5
27.92968655,28.97468349,39.92059023,34.811583,75.84414786,35.32549248,0.929169022,31.5
25.71914266,25.08870057,27.76116754,25.6978017,58.86623403,17.37092274,1.050888496,19.5
22.79311884,23.68018092,29.46405492,29.16783781,107.9114823,20.62575294,0.926483048,20
23.4720845,24.1488288,33.69678731,32.1113518,49.40550782,27.17073985,0.944737544,22
29.4047292,27.43749992,33.89925316,30.31906278,60.92304704,40.02737931,1.148537807,27.5
30.09843312,29.9131725,38.41784024,31.73965147,115.1614652,30.37679858,1.012424915,30
27.7241407,26.5297551,31.97749125,25.91301894,81.4565137,34.48707543,1.092068064,24.5
18.15044357,21.68060277,34.07546787,29.34966263,42.91550117,27.0105998,0.700860818,29
24.05855412,24.670532,32.71504391,30.57246609,57.4511852,28.40893924,0.951003286,25
31.82624204,29.89465321,41.78699429,36.60354205,61.84454822,37.0401987,1.133401239,29
18.68502235,19.55135521,26.84233351,24.79969619,39.42610408,24.34409583,0.913342173,23.5
23.96339502,25.03609281,35.7643154,29.9883809,45.58545934,44.60398741,0.916143676,29
22.62645477,22.72135369,28.78698685,22.75679634,49.71216528,23.67471487,0.991664164,34.5
24.31662914,23.95902686,28.91167866,26.09085828,63.98593899,29.06647538,1.030073925,21
24.81222533,24.12464521,32.13513764,28.83738578,67.18767901,31.50798025,1.057814615,22.5
25.8129009,26.99800717,36.30142459,34.42100037,39.21270008,27.94755951,0.914134735,23
30.83288555,28.50971274,34.2621311,32.69059436,65.55167354,22.33037809,1.169614272,21.5
18.60767628,20.40112505,28.41748387,27.56584572,41.52051699,26.54108242,0.831909432,21
21.35555943,23.026631,33.12565387,29.36974104,56.60519431,23.89459253,0.860124073,26
18.5578082,20.72219756,29.04698643,26.9016027,34.45966304,22.21939169,0.80201362,24
19.8717253,20.68899539,28.87538362,26.41465115,29.77763156,17.24075746,0.922555164,21.5
32.16398634,29.26827188,36.25175513,33.75935481,78.51914174,30.08786189,1.207662488,25
24.71204602,24.521597,32.02598173,25.7654815,49.24132478,18.63199284,1.015593487,24.5
25.04001111,26.05405448,37.26705063,32.07179113,99.66419412,36.23366952,0.923673322,26
27.0849457,26.88260436,36.78969253,33.02493483,51.21803071,39.20663587,1.015110354,28
22.26381812,23.20633145,31.54979036,26.79216483,44.42210655,27.76326878,0.920420556,27
25.05006022,26.07412413,38.67622508,36.07682735,59.82885689,16.77335677,0.922992328,32
25.81226056,25.8752992,31.07261528,29.82117139,77.57640271,26.36177945,0.99513344,20.5
22.37231741,22.46149515,27.78784854,25.18202176,65.58643621,28.76862037,0.992075264,20.5
31.89491587,29.49446267,37.10038024,33.87092609,83.79477912,31.4973258,1.169396917,25.5
19.6366883,21.46910123,28.93317618,27.63700706,64.62949311,17.04572071,0.83658248,21.5
28.0910699,27.89726594,36.8650407,30.56096613,90.03981471,28.97570664,1.01394238,30.5
23.00752805,23.07905361,28.6199335,27.05967957,69.45682262,27.90500157,0.993811295,24
28.69449316,28.66903915,35.73735586,34.02202625,69.65336789,27.38790012,1.001776503,22.5
24.19423269,24.46897222,31.94322243,29.14679896,40.55627858,8.940855197,0.977669914,23
24.79090827,26.75527206,34.00709277,30.31650567,102.8120067,22.36358195,0.85855107,22.5
25.09955922,25.32607836,33.70648565,30.4094845,104.1979336,31.8117483,0.982191784,26
23.65820484,24.06916443,34.96751834,32.10075384,63.32995581,20.29860888,0.966143303,26
29.22967927,29.18336333,38.17967131,31.013232,123.5542269,32.71464031,1.003176652,31
24.02015792,23.90061502,30.97985148,25.76169709,48.40736138,36.08816683,1.010028349,26.5
23.42790353,22.73785078,30.55421618,27.98096886,45.33421853,27.15059972,1.061617405,26.5
